"SECTOR_SPECIAL_REQUIREMENT_ID","LATEST_VERSION","LAST_USER_ID","REQUIREMENT_TYPE","PRIORITY","COMMENTS","REMARKS","CATEGORY","CONTINUOUS_TIME_PERIOD","START_DATE","END_DATE","START_TIME_OF_DAY","END_TIME_OF_DAY","DISCONT_DAYS_OF_WEEK","DEPARTURE_AIRPORT_CODE","ARRIVAL_AIRPORT_CODE","CARRIER_CODE","R_SCOPE","R_OWNER","CONSTRAINT_ID","SOURCE","LAST_MODIFIED_TIME_STAMP"
"781","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","PEK","BUD","CA","GLOBAL","","1181","MM","2024/8/22 4:33:57"
"783","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","PEK","YUL","CA","GLOBAL","","1183","MM","2024/8/22 4:34:04"
"784","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","PEK","YVR","CA","GLOBAL","","1184","MM","2024/8/22 4:34:10"
"785","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","PEK","FRA","CA","GLOBAL","","1185","MM","2024/8/22 4:34:15"
"786","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","PEK","DUS","CA","GLOBAL","","1186","MM","2024/8/22 4:34:21"
"787","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","PEK","MUC","CA","GLOBAL","","1187","MM","2024/8/22 4:34:27"
"788","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","PEK","LHR","CA","GLOBAL","","1188","MM","2024/8/22 4:45:23"
"789","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","PEK","CPH","CA","GLOBAL","","1189","MM","2024/8/22 4:45:28"
"790","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","PEK","ARN","CA","GLOBAL","","1190","MM","2024/8/22 4:45:35"
"791","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","PEK","EWR","CA","GLOBAL","","1191","MM","2024/8/22 4:45:40"
"792","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","PEK","IAD","CA","GLOBAL","","1192","MM","2024/8/22 4:45:47"
"793","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","PEK","IAH","CA","GLOBAL","","1193","MM","2024/8/22 4:45:53"
"794","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","PEK","JFK","CA","GLOBAL","","1194","MM","2024/8/22 4:45:59"
"795","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","PEK","LAX","CA","GLOBAL","","1195","MM","2024/8/22 4:46:04"
"796","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","PEK","SFO","CA","GLOBAL","","1196","MM","2024/8/22 4:46:10"
"797","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","PEK","BCN","CA","GLOBAL","","1197","MM","2024/8/22 4:46:20"
"798","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","PEK","MAD","CA","GLOBAL","","1198","MM","2024/8/22 4:46:26"
"799","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","PEK","CDG","CA","GLOBAL","","1199","MM","2024/8/22 4:46:32"
"800","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","PEK","ATH","CA","GLOBAL","","1200","MM","2024/8/22 4:46:38"
"801","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","PEK","MXP","CA","GLOBAL","","1201","MM","2024/8/22 4:46:45"
"802","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","PEK","GVA","CA","GLOBAL","","1202","MM","2024/8/22 4:46:51"
"803","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","PEK","ZRH","CA","GLOBAL","","1203","MM","2024/8/22 4:46:56"
"804","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","PEK","AKL","CA","GLOBAL","","1204","MM","2024/8/22 4:47:02"
"805","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","PEK","JED","CA","GLOBAL","","1205","MM","2024/8/22 4:47:08"
"806","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","PEK","MED","CA","GLOBAL","","1206","MM","2024/8/22 4:47:18"
"807","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","PEK","DXB","CA","GLOBAL","","1207","MM","2024/8/22 4:47:24"
"808","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","PEK","ANC","CA","GLOBAL","","1208","MM","2024/8/22 4:47:30"
"809","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","PEK","HNL","CA","GLOBAL","","1209","MM","2024/8/22 4:47:35"
"810","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","PEK","TPE","CA","GLOBAL","","1210","MM","2024/8/22 4:47:43"
"821","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","PEK","MNL","CA","GLOBAL","","1221","MM","2024/8/22 4:47:48"
"823","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","PEK","CGK","CA","GLOBAL","","1223","MM","2024/8/22 4:47:54"
"826","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","PEK","BNE","CA","GLOBAL","","1226","MM","2024/8/22 4:47:59"
"827","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","PEK","MEL","CA","GLOBAL","","1227","MM","2024/8/22 4:48:06"
"828","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","PEK","SYD","CA","GLOBAL","","1228","MM","2024/8/22 4:48:16"
"834","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2023/5/16","2050/7/1","16:00","23:59","1234567","PEK","YVR","CA","GLOBAL","","1234","MM","2024/8/22 4:48:21"
"835","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/27","2050/7/1","00:00","23:59","1234567","PEK","FAI","CA","GLOBAL","","1235","MM","2024/8/22 4:48:28"
"836","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/7/15","2050/7/1","16:00","23:59","1234567","PEK","KWI","CA","GLOBAL","","1236","MM","2024/8/22 4:48:33"
"837","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/5/2","2050/7/1","00:00","23:59","1234567","PEK","EDI","CA","GLOBAL","","1237","MM","2024/8/22 4:48:41"
"838","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/9/25","2050/7/1","00:00","23:59","1234567","PEK","JNB","CA","GLOBAL","","1238","MM","2024/8/22 4:48:46"
"839","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2023/4/26","2050/7/1","00:00","23:59","1234567","PEK","JED","CA","GLOBAL","","1239","MM","2024/8/22 4:48:52"
"853","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","PVG","FRA","CA","GLOBAL","","1253","MM","2024/8/22 4:49:25"
"854","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","PVG","MUC","CA","GLOBAL","","1254","MM","2024/8/22 4:49:31"
"855","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","PVG","SJC","CA","GLOBAL","","1255","MM","2024/8/22 4:49:38"
"856","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","PVG","BCN","CA","GLOBAL","","1256","MM","2024/8/22 4:49:44"
"857","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","PVG","CDG","CA","GLOBAL","","1257","MM","2024/8/22 4:49:49"
"858","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","PVG","MXP","CA","GLOBAL","","1258","MM","2024/8/22 4:49:55"
"859","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","PVG","TPE","CA","GLOBAL","","1259","MM","2024/8/22 4:50:01"
"866","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","PVG","MEL","CA","GLOBAL","","1266","MM","2024/8/22 4:50:11"
"867","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","PVG","SYD","CA","GLOBAL","","1267","MM","2024/8/22 4:50:17"
"873","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/27","2050/7/1","00:00","23:59","1234567","PVG","SIN","CA","GLOBAL","","1273","MM","2024/8/22 4:50:23"
"874","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/27","2050/7/1","00:00","23:59","1234567","PVG","SGN","CA","GLOBAL","","1274","MM","2024/8/22 4:50:28"
"875","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/27","2050/7/1","00:00","23:59","1234567","PVG","LHR","CA","GLOBAL","","1275","MM","2024/8/22 4:50:36"
"876","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/4/2","2050/7/1","00:00","23:59","1234567","PVG","ICN","CA","GLOBAL","","1276","MM","2024/8/22 4:50:41"
"840","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","PEK","YYZ","CA","GLOBAL","","1240","MM","2024/8/22 4:48:57"
"846","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","PTY","IAH","CA","GLOBAL","","1246","MM","2024/8/22 4:49:03"
"847","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","PUS","PEK","CA","GLOBAL","","1247","MM","2024/8/22 4:49:13"
"849","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","PVG","LGW","CA","GLOBAL","","1249","MM","2024/8/22 4:49:19"
"878","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","PVG","DXB","CA","GLOBAL","","1278","MM","2024/8/22 4:50:47"
"879","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","PVG","LAX","CA","GLOBAL","","1279","MM","2024/8/22 4:50:52"
"880","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","RMQ","TSN","CA","GLOBAL","","1280","MM","2024/8/22 4:50:59"
"884","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/5/2","2050/7/1","00:00","23:59","1234567","SEA","PEK","CA","GLOBAL","","1284","MM","2024/8/22 4:51:09"
"891","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/27","2050/7/1","00:00","23:59","1234567","SGN","PVG","CA","GLOBAL","","1291","MM","2024/8/22 4:51:39"
"892","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","SHA","TSA","CA","GLOBAL","","1292","MM","2024/8/22 4:51:45"
"893","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","SHE","YVR","CA","GLOBAL","","1293","MM","2024/8/22 4:51:50"
"896","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2023/1/16","2050/7/1","00:00","23:59","1234567","SIN","TFU","CA","GLOBAL","","1296","MM","2024/8/22 4:51:56"
"897","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","SIN","PEK","CA","GLOBAL","","1297","MM","2024/8/22 4:52:07"
"898","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","SIN","CTU","CA","GLOBAL","","1298","MM","2024/8/22 4:52:12"
"900","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/27","2050/7/1","00:00","23:59","1234567","SIN","PVG","CA","GLOBAL","","1300","MM","2024/8/22 4:52:18"
"901","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2022/10/9","2050/7/1","16:00","23:59","1234567","SIN","CGO","CA","GLOBAL","","1301","MM","2024/8/22 4:52:24"
"885","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/5/2","2050/7/1","16:00","23:59","1234567","SFO","NKG","CA","GLOBAL","","1285","MM","2024/8/22 4:51:14"
"902","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","SIN","HGH","CA","GLOBAL","","1302","MM","2024/8/22 4:52:31"
"903","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","SJC","PVG","CA","GLOBAL","","1303","MM","2024/8/22 4:52:37"
"906","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","SJW","ATH","CA","GLOBAL","","1306","MM","2024/8/22 4:52:42"
"907","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","STN","TAO","CA","GLOBAL","","1307","MM","2024/8/22 4:52:48"
"908","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","STN","CTU","CA","GLOBAL","","1308","MM","2024/8/22 4:52:54"
"909","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/5/2","2050/7/1","00:00","23:59","1234567","STN","HGH","CA","GLOBAL","","1309","MM","2024/8/22 4:53:04"
"910","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","SVO","TAO","CA","GLOBAL","","1310","MM","2024/8/22 4:53:10"
"911","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","SWA","TPE","CA","GLOBAL","","1311","MM","2024/8/22 4:53:16"
"912","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/27","2050/7/1","00:00","23:59","1234567","SWA","DLC","CA","GLOBAL","","1312","MM","2024/8/22 4:53:21"
"913","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","SYD","PEK","CA","GLOBAL","","1313","MM","2024/8/22 4:53:29"
"914","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","SYD","PVG","CA","GLOBAL","","1314","MM","2024/8/22 4:53:35"
"915","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","SYD","CTU","CA","GLOBAL","","1315","MM","2024/8/22 4:53:40"
"916","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/4/2","2050/7/1","00:00","23:59","1234567","SYD","SZX","CA","GLOBAL","","1316","MM","2024/8/22 4:53:45"
"917","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/4/2","2050/7/1","00:00","23:59","1234567","SYD","CAN","CA","GLOBAL","","1317","MM","2024/8/22 4:53:52"
"918","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/5/2","2050/7/1","16:00","23:59","1234567","SYX","HRE","CA","GLOBAL","","1318","MM","2024/8/22 4:54:02"
"919","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/5/2","2050/7/1","16:00","23:59","1234567","SYX","CPT","CA","GLOBAL","","1319","MM","2024/8/22 4:54:07"
"886","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","SFO","PEK","CA","GLOBAL","","1286","MM","2024/8/22 4:51:21"
"887","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/21","2050/7/1","00:00","23:59","1234567","SFO","TSN","CA","GLOBAL","","1287","MM","2024/8/22 4:51:26"
"920","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/5/2","2050/7/1","16:00","23:59","1234567","SYX","FIH","CA","GLOBAL","","1320","MM","2024/8/22 4:54:14"
"921","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/5/2","2050/7/1","16:00","23:59","1234567","SYX","MFM","CA","GLOBAL","","1321","MM","2024/8/22 4:54:19"
"922","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","SZX","FRA","CA","GLOBAL","","1322","MM","2024/8/22 4:54:26"
"923","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","SZX","JNB","CA","GLOBAL","","1323","MM","2024/8/22 4:54:32"
"924","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","SZX","LAX","CA","GLOBAL","","1324","MM","2024/8/22 4:54:38"
"925","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/4/2","2050/7/1","00:00","23:59","1234567","SZX","CGK","CA","GLOBAL","","1325","MM","2024/8/22 4:54:43"
"926","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/4/2","2050/7/1","00:00","23:59","1234567","SZX","SYD","CA","GLOBAL","","1326","MM","2024/8/22 4:54:49"
"927","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/4/2","2050/7/1","00:00","23:59","1234567","SZX","KUL","CA","GLOBAL","","1327","MM","2024/8/22 4:55:00"
"888","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","SFO","CTU","CA","GLOBAL","","1288","MM","2024/8/22 4:51:33"
"928","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/4/2","2050/7/1","00:00","23:59","1234567","SZX","BKK","CA","GLOBAL","","1328","MM","2024/8/22 4:55:05"
"932","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","TFU","FRA","CA","GLOBAL","","1332","MM","2024/8/22 4:55:11"
"939","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2023/1/16","2050/7/1","00:00","23:59","1234567","TFU","LHR","CA","GLOBAL","","1339","MM","2024/8/22 4:55:35"
"940","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2023/1/16","2050/7/1","00:00","23:59","1234567","TFU","FRA","CA","GLOBAL","","1340","MM","2024/8/22 4:55:41"
"942","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","TNA","DMM","CA","GLOBAL","","1342","MM","2024/8/22 4:55:47"
"943","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/27","2050/7/1","00:00","23:59","1234567","TNA","LHR","CA","GLOBAL","","1343","MM","2024/8/22 4:55:57"
"944","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2023/1/16","2050/7/1","00:00","23:59","1234567","TPE","TFU","CA","GLOBAL","","1344","MM","2024/8/22 4:56:03"
"945","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2023/1/16","2050/7/1","00:00","23:59","1234567","TPE","FOC","CA","GLOBAL","","1345","MM","2024/8/22 4:56:09"
"934","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2023/3/24","2050/7/1","00:00","23:59","1234567","TFU","LHR","CA","GLOBAL","","1334","MM","2024/8/22 4:55:17"
"946","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","TPE","PEK","CA","GLOBAL","","1346","MM","2024/8/22 4:56:14"
"947","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","TPE","TSN","CA","GLOBAL","","1347","MM","2024/8/22 4:56:22"
"948","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","TPE","HGH","CA","GLOBAL","","1348","MM","2024/8/22 4:56:28"
"949","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","TPE","PVG","CA","GLOBAL","","1349","MM","2024/8/22 4:56:33"
"950","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","TPE","WNZ","CA","GLOBAL","","1350","MM","2024/8/22 4:56:38"
"951","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","TPE","CKG","CA","GLOBAL","","1351","MM","2024/8/22 4:56:45"
"952","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","TPE","CTU","CA","GLOBAL","","1352","MM","2024/8/22 4:56:55"
"953","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2023/4/24","2050/7/1","00:00","23:59","1234567","TPE","CKG","CA","GLOBAL","","1353","MM","2024/8/22 4:57:00"
"954","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","TSA","TSN","CA","GLOBAL","","1354","MM","2024/8/22 4:57:07"
"955","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","TSA","SHA","CA","GLOBAL","","1355","MM","2024/8/22 4:57:12"
"956","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","TSA","CKG","CA","GLOBAL","","1356","MM","2024/8/22 4:57:19"
"957","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","TSN","ATH","CA","GLOBAL","","1357","MM","2024/8/22 4:57:25"
"958","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","TSN","RMQ","CA","GLOBAL","","1358","MM","2024/8/22 4:57:31"
"959","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","TSN","TSA","CA","GLOBAL","","1359","MM","2024/8/22 4:57:36"
"960","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","TSN","TPE","CA","GLOBAL","","1360","MM","2024/8/22 4:57:42"
"937","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2023/1/16","2050/7/1","00:00","23:59","1234567","TFU","TPE","CA","GLOBAL","","1337","MM","2024/8/22 4:55:24"
