"AIRPORT_RESTRICTION_ID","LATEST_VERSION","LAST_USER_ID","PRIORITY","COMMENTS","REMARKS","CATEGORY","CONTINUOUS_TIME_PERIOD","START_DATE","END_DATE","START_TIME_OF_DAY","END_TIME_OF_DAY","DISCONT_DAYS_OF_WEEK","CURFEW_AIRPORT_RST_TYPE","CONSTRAINT_TYPE","CONSTRAINT_VALUE","RESTRICTION_TYPE","AIRPORT_CODE","AIRPORT_TYPE","RESTRICTION_SCOPE","RESTRICTION_OWNER","AIRPORTS_GROUP_ID","CONSTRAINT_ID","SOURCE","REQUIRED","LAST_MODIFIED_TIME_STAMP"
"89638784","1","0","MUST","运行规范未批准为A319-131正常使用机场","运行规范未批准为A319-131正常使用机场","OPSLIMIT","0","2019/6/17","2058/7/1","00:00","23:59","1234567","BOTH","","","AIRCRAFT_TYPE","","BOTH","GLOBAL","","108","25","MM","0","2023/9/14 16:59:50"
"89638786","11","0","MUST","运行规范未批准为A321-200正常使用机场","运行规范未批准为A321-200正常使用机场","OPSLIMIT","0","2019/6/17","2058/7/1","00:00","23:59","1234567","BOTH","","","AIRCRAFT_TYPE","","BOTH","GLOBAL","","111","26","MM","0","2023/9/14 16:59:50"
"89638787","5","0","MUST","运行规范未批准为A330-200正常使用机场","运行规范未批准为A330-200正常使用机场","OPSLIMIT","0","2019/6/17","2058/7/1","00:00","23:59","1234567","BOTH","","","AIRCRAFT_TYPE","","BOTH","GLOBAL","","112","27","MM","0","2023/9/14 16:59:50"
"89638788","1","0","MUST","运行规范未批准为A330-300正常使用机场","运行规范未批准为A330-300正常使用机场","OPSLIMIT","0","2019/6/17","2058/7/1","00:00","23:59","1234567","BOTH","","","AIRCRAFT_TYPE","","BOTH","GLOBAL","","113","28","MM","0","2023/9/14 16:59:50"
"89638789","1","0","MUST","运行规范未批准为A350-900正常使用机场","运行规范未批准为A350-900正常使用机场","OPSLIMIT","0","2019/6/17","2058/7/1","00:00","23:59","1234567","BOTH","","","AIRCRAFT_TYPE","","BOTH","GLOBAL","","114","29","MM","0","2023/9/14 16:59:50"
"89638790","1","0","MUST","运行规范未批准为B737-700正常使用机场","运行规范未批准为B737-700正常使用机场","OPSLIMIT","0","2019/6/17","2058/7/1","00:00","23:59","1234567","BOTH","","","AIRCRAFT_TYPE","","BOTH","GLOBAL","","101","30","MM","0","2023/9/14 16:59:50"
"89638791","2","0","MUST","运行规范未批准为B737-800正常使用机场","运行规范未批准为B737-800正常使用机场","OPSLIMIT","0","2019/6/17","2058/7/1","00:00","23:59","1234567","BOTH","","","AIRCRAFT_TYPE","","BOTH","GLOBAL","","102","31","MM","0","2023/9/14 16:59:50"
"89638792","2","0","MUST","运行规范未批准为B737MAX8正常使用机场","运行规范未批准为B737MAX8正常使用机场","OPSLIMIT","0","2019/6/17","2058/7/1","00:00","23:59","1234567","BOTH","","","AIRCRAFT_TYPE","","BOTH","GLOBAL","","103","32","MM","0","2024/3/1 6:26:55"
"89638793","1","0","MUST","运行规范未批准为B747-400正常使用机场","运行规范未批准为B747-400正常使用机场","OPSLIMIT","0","2019/6/17","2058/7/1","00:00","23:59","1234567","BOTH","","","AIRCRAFT_TYPE","","BOTH","GLOBAL","","106","33","MM","0","2023/9/14 16:59:50"
"89638794","1","0","MUST","运行规范未批准为B747-8正常使用机场","运行规范未批准为B747-8正常使用机场","OPSLIMIT","0","2019/6/17","2058/7/1","00:00","23:59","1234567","BOTH","","","AIRCRAFT_TYPE","","BOTH","GLOBAL","","107","34","MM","0","2023/9/14 16:59:50"
"89638795","3","0","MUST","运行规范未批准为B777-300ER正常使用机场","运行规范未批准为B777-300ER正常使用机场","OPSLIMIT","0","2019/6/17","2058/7/1","00:00","23:59","1234567","BOTH","","","AIRCRAFT_TYPE","","BOTH","GLOBAL","","105","35","MM","0","2023/9/14 16:59:50"
"89638796","2","0","MUST","运行规范未批准为B789-9正常使用机场","运行规范未批准为B789-9正常使用机场","OPSLIMIT","0","2019/6/17","2058/7/1","00:00","23:59","1234567","BOTH","","","AIRCRAFT_TYPE","","BOTH","GLOBAL","","104","36","MM","0","2023/9/14 16:59:50"
"90491965","1","0","MUST","函馆机场每日关闭时间为1130-2230（UTC）。","函馆机场每日关闭时间为1130-2230（UTC）。","CURFEW","0","2019/6/1","2050/8/31","11:30","22:30","1234567","BOTH","","","AIRPORT_CURFEW","HKD","BOTH","GLOBAL","","","37","MM","0","2023/9/14 16:59:50"
"90491968","2","0","MUST","蒙特利尔机场每日起飞宵禁时间为0500-1200（UTC）","蒙特利尔机场每日起飞宵禁时间为0500-1200（UTC）","CURFEW","0","2019/6/1","2050/8/31","05:00","12:00","1234567","DEPARTURE","","","AIRPORT_CURFEW","YUL","DEPARTURE","GLOBAL","","","38","MM","0","2023/9/14 16:59:50"
"90491966","1","0","MUST","茨城机场每日关闭时间为1200-0030（UTC）。","茨城机场每日关闭时间为1200-0030（UTC）。","CURFEW","0","2019/6/1","2050/8/31","12:00","00:30","1234567","BOTH","","","AIRPORT_CURFEW","IBR","BOTH","GLOBAL","","","39","MM","0","2023/9/14 16:59:50"
"90043320","1","0","MUST","该飞机不能执飞乌鲁木齐机场，机务限制。(2019年7月5日自AIROPS迁移）","该飞机不能执飞乌鲁木齐机场，机务限制。","AIROPS","0","2008/4/1","2051/7/1","00:00","23:59","1234567","BOTH","","","AIRCRAFT","URC","BOTH","GLOBAL","","","40","MM","0","2023/9/14 16:59:50"
"90491969","2","0","MUST","蒙特利尔机场每日落地宵禁时间为0600-1200（UTC）","蒙特利尔机场每日落地宵禁时间为0600-1200（UTC）","CURFEW","0","2019/6/1","2050/8/31","06:00","12:00","1234567","ARRIVAL","","","AIRPORT_CURFEW","YUL","ARRIVAL","GLOBAL","","","41","MM","0","2023/9/14 16:59:50"
"90491972","2","0","MUST","槟城机场每日海关关闭时间为1900-2200（UTC）","暹粒机场每日海关关闭时间为1900-2200（UTC）","CUSTOM","0","2019/6/1","2050/8/31","19:00","22:00","1234567","ARRIVAL","","","AIRPORT_CURFEW","REP","ARRIVAL","GLOBAL","","","42","MM","0","2023/9/14 16:59:50"
"90491974","2","0","MUST","宋卡机场每日海关关闭时间为1700-2300（UTC）","宋卡机场每日海关关闭时间为1700-2300（UTC）","CUSTOM","0","2019/6/1","2050/8/31","17:00","23:00","1234567","ARRIVAL","","","AIRPORT_CURFEW","HDY","ARRIVAL","GLOBAL","","","44","MM","0","2023/9/14 16:59:50"
"90491976","3","0","MUST","札幌机场每日海关关闭时间为0800-2330（UTC）","札幌机场每日海关关闭时间为0800-2330（UTC）","CUSTOM","0","2019/6/1","2024/10/30","08:00","23:30","1234567","ARRIVAL","","","AIRPORT_CURFEW","CTS","ARRIVAL","GLOBAL","","","46","MM","0","2024/10/31 3:17:26"
"90504545","0","0","MUST","平壤机场每日宵禁时间为1200-2200（UTC）winter，1300-2100（UTC）summer","平壤机场每日宵禁时间为1200-2200（UTC）winter，1300-2100（UTC）summer","CURFEW","0","2019/10/27","2020/3/27","12:00","22:00","1234567","BOTH","","","AIRPORT_CURFEW","FNJ","BOTH","GLOBAL","","","48","MM","0","2023/9/14 16:59:50"
"93637513","9","0","MUST","B8891，B305J，B1050不执行航段在4小时30分以上的航班（喀什、和田、伊宁）（根据运行限制单AOLN20190016）西南机务通知
2020.2.4西南机务邵俊通知:B305J（320T)）飞机换发动机后取消不飞4小时30分钟航段限制
2020.8.24西南机务邵俊通知:B1050（320T)）飞机换发动机后取消不飞4小时30分钟航段限制
2021.4.12西南机务邵俊通知取消
2021.10.9 西南机务邵俊通知：8891飞机机型32T解除不飞4小时30分钟以上航班运行限制","B8891、B30DA不执行喀什航线，因发动机缺陷限制执行4小时30分以上的航班。","ACequipment","0","2019/10/27","2021/10/9","00:00","23:59","1234567","BOTH","","","AIRCRAFT","KHG","BOTH","GLOBAL","","","49","MM","0","2023/9/14 16:59:50"
"93637518","8","0","MUST","B8891，B305J，B1050不执行航段在4小时30分以上的航班（喀什、和田、伊宁）（根据运行限制单AOLN20190016）西南机务通知
2020.2.4西南机务邵俊通知:B305J（320T)）飞机换发动机后取消不飞4小时30分钟航段限制
2020.8.24西南机务邵俊通知:B1050（320T)）飞机换发动机后取消不飞4小时30分钟航段限制
2021.4.12西南机务邵俊通知取消
2021.10.9 西南机务邵俊通知：8891飞机机型32T解除不飞4小时30分钟以上航班运行限制","B8891、B30DA不执行伊宁航线，因发动机缺陷限制执行4小时30分以上的航班。","ACequipment","0","2019/10/27","2021/10/9","00:00","23:59","1234567","BOTH","","","AIRCRAFT","YIN","BOTH","GLOBAL","","","50","MM","0","2023/9/14 16:59:50"
"94372053","2","0","MUST","鲨鳍小翼A319不可执飞九寨航线。2019.11.7西南分控中心潘通知、","鲨鳍小翼A319不可执飞九寨航线。","OPSLIMIT","1","2019/11/7","2020/4/29","00:00","16:00","1234567","BOTH","","","AIRCRAFT","JZH","BOTH","GLOBAL","","","51","MM","0","2023/9/14 16:59:50"
"89644945","3","0","MUST","餐车问题，B744限制运行。(2019年7月5日自AIROPS迁移）","餐车问题，B744限制运行。","OPSLIMIT","0","2019/6/18","2050/6/21","00:00","23:59","1234567","BOTH","","","AIRCRAFT_TYPE","AKL","BOTH","GLOBAL","","","52","MM","0","2023/9/14 16:59:50"
"90491935","2","0","MUST","巴黎机场夏令时（UTC）2200-0259禁止起飞","巴黎机场夏令时（UTC）2200-0259禁止起飞","CURFEW","0","2019/6/1","2050/8/31","22:00","23:59","1234567","DEPARTURE","","","AIRPORT_CURFEW","CDG","DEPARTURE","GLOBAL","","","53","MM","0","2024/5/13 2:13:25"
"90043315","2","0","MUST","B5447飞机不能执飞雅加达航线，因商委市场原因，参见《国航股份运标业务〔2010〕154号》(2019年7月5日自AIROPS迁移）","B5447飞机不能执飞雅加达航线，因商委市场原因，参见《国航股份运标业务〔2010〕154号》","COMMERCAIL","0","2011/1/1","2050/7/1","00:00","23:59","1234567","BOTH","","","AIRCRAFT","CGK","BOTH","GLOBAL","","","54","MM","0","2023/9/14 16:59:50"
"90491947","1","0","MUST","苏黎世机场每日宵禁时间为2200-0500（UTC）","苏黎世机场每日宵禁时间为2200-0500（UTC）","CURFEW","0","2019/6/1","2050/8/31","22:00","05:00","1234567","BOTH","","","AIRPORT_CURFEW","ZRH","BOTH","GLOBAL","","","55","MM","0","2023/9/14 16:59:50"
"94372214","1","0","MUST","该机场无A321NEO维修能力","该机场无A321NEO维修能力","OPSLIMIT","0","2019/6/17","2058/7/1","00:00","23:59","1234567","BOTH","","","AIRCRAFT_TYPE","","BOTH","GLOBAL","","105912088","56","MM","0","2023/9/14 16:59:50"
"90043324","0","0","MUST","B5312飞机不能执飞平壤航线，因运行通告2007-008号(2019年7月5日自AIROPS迁移）","B5312飞机不能执飞平壤航线，因运行通告2007-008号","OPSLIMIT","0","2008/6/11","2050/7/1","00:00","23:59","1234567","BOTH","","","AIRCRAFT","FNJ","BOTH","GLOBAL","","","57","MM","0","2023/9/14 16:59:50"
"95177752","0","0","MUST","该机场无A320NEO维修能力","该机场无A320NEO维修能力","OPSLIMIT","0","2019/6/17","2058/7/1","00:00","23:59","1234567","BOTH","","","AIRCRAFT_TYPE","","BOTH","GLOBAL","","112908774","58","MM","0","2023/9/14 16:59:50"
"94971225","4","0","MUST","因B30AH飞机(320NEO)发动机缺陷限制执行4小时30分以上的航班（喀什、和田、伊宁、哈尔滨—昆明等航线）（根据运行限制单AOLN20190022R2）西南机务邵俊通知2019/11/18
B 30AH飞机（机型32T）已换发动机，解除不飞4.5小时以上航班的限制。西南机务邵俊通知 2020/7/31

","B30AH不执行喀什航线，因发动机缺陷限制执行4小时30分以上的航班 。","ACequipment","0","2019/11/18","2020/7/30","00:00","23:59","1234567","BOTH","","","AIRCRAFT","KHG","BOTH","GLOBAL","","","59","MM","0","2023/9/14 16:59:50"
"94971226","7","0","MUST","因B305H飞机限制执行4小时30分以上的航班（喀什、和田、伊宁、哈尔滨—昆明等航线）（根据运行限制单AOLN20190019R1）西南机务邵俊通知2019/11/18
2021.4.12西南机务邵俊通知取消","B305H不执行和田航线，限制执行4小时30分以上的航班。","ACequipment","0","2019/11/18","2021/4/11","00:00","23:59","1234567","BOTH","","","AIRCRAFT","HTN","BOTH","GLOBAL","","","60","MM","0","2023/9/14 16:59:50"
"6100","0","0","MUST","","机务限制（AIROPS迁移）","AIROPS","0","2008/9/27","2999/12/31","00:00","23:59","1234567","BOTH","","","AIRCRAFT","DAT","BOTH","GLOBAL","","","61","MM","0","2023/9/14 16:59:50"
"6200","1","0","MUST","","高原机场，要求特殊保障（AIROPS迁移）","OPSLIMIT","0","2008/9/27","2020/7/1","00:00","23:59","1234567","BOTH","","","AIRCRAFT","JZH","BOTH","GLOBAL","","","62","MM","0","2023/9/14 16:59:50"
"90491948","6","0","MUST","华沙机场每日夜间运行限制时间为2230-0430（UTC）","华沙机场每日夜间运行限制时间为2230-0430（UTC）2019.5.24法兰签派通知。
2023.7.27 明晓通知取消该限制","CURFEW","0","2019/6/1","2023/7/27","22:30","04:30","1234567","BOTH","","","AIRPORT_CURFEW","WAW","BOTH","GLOBAL","","","63","MM","0","2023/9/14 16:59:50"
"90491950","3","0","MUST","孟买机场每天05:50-06:30关闭，因跑道关闭维护。","孟买机场每天05:50-06:30关闭，因跑道关闭维护。","CURFEW","0","2019/12/13","2022/3/2","21:50","22:30","123467","BOTH","","","AIRPORT_CURFEW","BOM","BOTH","GLOBAL","","","64","MM","0","2023/9/14 16:59:50"
"90491955","1","0","MUST","首尔金浦机场每日宵禁时间为1400-2100（UTC）","首尔金浦机场每日宵禁时间为1400-2100（UTC）","CURFEW","0","2019/6/1","2050/8/31","14:00","21:00","1234567","BOTH","","","AIRPORT_CURFEW","GMP","BOTH","GLOBAL","","","65","MM","0","2023/9/14 16:59:50"
"90491956","5","0","MUST","济州宵禁
2024年夏秋季临界航班专项运行保障方案 ","济州机场每日宵禁时间为1400-2100（UTC），CA711 航班航段时间按照2 小时15 分钟，济州过站时间按照1 小时计算，CA711 一旦推迟至北京时18：45（含）之后 ，请与总签核实机场宵禁限制与来回程航班受限制影响可执行情况。","CURFEW","0","2019/6/1","2050/8/31","13:00","21:00","1234567","BOTH","","","AIRPORT_CURFEW","CJU","BOTH","GLOBAL","","","66","MM","0","2024/4/19 6:12:49"
"90491957","1","0","MUST","釜山机场每日宵禁时间为1400-2100（UTC）","釜山机场每日宵禁时间为1400-2100（UTC）","CURFEW","0","2019/6/1","2050/8/31","14:00","21:00","1234567","BOTH","","","AIRPORT_CURFEW","PUS","BOTH","GLOBAL","","","67","MM","0","2023/9/14 16:59:50"
"90491958","0","0","MUST","大邱机场每日宵禁时间为1300-2100（UTC）","大邱机场每日宵禁时间为1300-2100（UTC）","CURFEW","1","2019/6/1","2050/8/31","13:00","21:00","1234567","BOTH","","","AIRPORT_CURFEW","TAE","BOTH","GLOBAL","","","68","MM","0","2023/9/14 16:59:50"
"90491960","1","0","MUST","广岛机场每日关闭时间为1230-2230（UTC）。","广岛机场每日关闭时间为1230-2230（UTC）。","CURFEW","0","2019/6/1","2050/8/31","12:30","22:30","1234567","BOTH","","","AIRPORT_CURFEW","HIJ","BOTH","GLOBAL","","","69","MM","0","2023/9/14 16:59:50"
"90491938","1","0","MUST","汉堡机场每日宵禁时间为2200-0500（UTC）","汉堡机场每日宵禁时间为2200-0500（UTC）","CURFEW","0","2019/6/1","2050/8/31","22:00","05:00","1234567","BOTH","","","AIRPORT_CURFEW","HAM","BOTH","GLOBAL","","","71","MM","0","2023/9/14 16:59:50"
"90043323","1","0","MUST","该飞机不能执飞该航线，因增强型监控的批准认证。(2019年7月5日自AIROPS迁移）","该飞机不能执飞该航线，因增强型监控的批准认证。","ADSB","0","2017/11/17","2050/7/2","00:00","23:59","1234567","BOTH","","","AIRCRAFT","","BOTH","GLOBAL","","90221638","72","MM","0","2023/9/14 16:59:50"
"90491939","6","0","MUST","伦敦盖特威克机场每日宵禁时间为2230-0500（UTC）","伦敦盖特威克机场每日宵禁时间为2230-0500（UTC）","CURFEW","0","2019/6/1","2034/11/17","22:30","23:59","1234567","BOTH","","","AIRPORT_CURFEW","LGW","BOTH","GLOBAL","","","73","MM","0","2024/5/13 2:35:25"
"90491942","4","0","MUST","杜塞尔多夫机场每日落地宵禁时间为2230-0500（UTC）","杜塞尔多夫机场每日落地宵禁时间为2230-0500（UTC）","CURFEW","0","2019/6/1","2050/8/31","22:30","05:00","1234567","ARRIVAL","","","AIRPORT_CURFEW","DUS","ARRIVAL","GLOBAL","","","74","MM","0","2023/9/14 16:59:50"
"90491944","1","0","MUST","维也纳机场要求0430（UTC）后落地，否则可能罚款","维也纳机场要求0430（UTC）后落地，否则可能罚款","CURFEW","0","2019/6/1","2050/8/31","22:30","04:30","1234567","ARRIVAL","","","AIRPORT_CURFEW","VIE","ARRIVAL","GLOBAL","","","75","MM","0","2023/9/14 16:59:50"
"90491946","2","0","MUST","日内瓦机场每日起飞宵禁时间为2000-0359（UTC）","日内瓦机场每日起飞宵禁时间为2000-0359（UTC）","CURFEW","0","2019/6/1","2050/8/31","20:00","03:59","1234567","BOTH","","","AIRPORT_CURFEW","GVA","BOTH","GLOBAL","","","77","MM","0","2024/5/13 2:55:53"
"90491951","4","0","MUST","噪音限制：03:00-07:00不接收除紧急情况航班","噪音限制：03:00-07:00不接收除紧急情况航班","CURFEW","0","2024/10/26","2025/3/28","19:00","23:00","1234567","BOTH","","","AIRPORT_CURFEW","CNX","BOTH","GLOBAL","","","79","MM","0","2024/10/31 2:17:13"
"90491954","9","0","MEDIUM","马尼拉机场AIP，马尼拉机场每周二、周日06/24跑道关闭时间
2024年夏秋季临界航班专项运行保障方案 ","马尼拉机场宵禁时间为每周二、每周日1630-2130（UTC）如果马尼拉机场通过航行通告发布06/24 跑道使用时间，应按照航行通告发布的跑道使用时间对航班运行时间节点进行重新评估。","CURFEW","0","2019/6/1","2041/10/1","16:30","21:30","13456","BOTH","","","AIRPORT_CURFEW","MNL","BOTH","GLOBAL","","","81","MM","0","2024/4/19 8:51:29"
"90491970","1","0","MUST","圣何塞机场每日宵禁时间为0730-1430（UTC）","圣何塞机场每日宵禁时间为0730-1430（UTC）","CURFEW","0","2019/6/1","2050/8/31","07:30","14:30","1234567","BOTH","","","AIRPORT_CURFEW","SJC","BOTH","GLOBAL","","","82","MM","0","2023/9/14 16:59:50"
"90491971","2","0","MUST","槟城机场每日海关关闭时间为1500-2200（UTC）","槟城机场每日海关关闭时间为1500-2200（UTC）","CUSTOM","0","2019/6/1","2050/8/31","15:00","22:00","1234567","ARRIVAL","","","AIRPORT_CURFEW","PEN","ARRIVAL","GLOBAL","","","83","MM","0","2023/9/14 16:59:50"
"90491979","2","0","MUST","平壤机场每日宵禁时间为1200-2200（UTC）winter，1300-2100（UTC）summer","平壤机场每日宵禁时间为1200-2200（UTC）winter，1300-2100（UTC）summer","CURFEW","0","2019/3/31","2019/10/26","13:00","21:00","1234567","BOTH","","","AIRPORT_CURFEW","FNJ","BOTH","GLOBAL","","","84","MM","0","2023/9/14 16:59:50"
"94971241","3","0","MUST","因B30AH飞机(320NEO)发动机缺陷限制执行4小时30分以上的航班（喀什、和田、伊宁、哈尔滨—昆明等航线）（根据运行限制单AOLN20190022R2）西南机务邵俊通知2019/11/18
B 30AH飞机（机型32T）已换发动机，解除不飞4.5小时以上航班的限制。西南机务邵俊通知 2020/7/31

","B30AH不执行伊宁航线，因发动机缺陷限制执行4小时30分以上的航班。","ACequipment","0","2019/11/18","2020/7/30","00:00","23:59","1234567","BOTH","","","AIRCRAFT","YIN","BOTH","GLOBAL","","","85","MM","0","2023/9/14 16:59:50"
"92587916","1","0","MUST","","ZYTL 大连/周水子2410240130 -- 2411100630 0130-0630 DLYRWY10/28 关闭, 因施工。","CURFEW","0","2024/10/23","2024/11/9","17:30","22:30","1234567","BOTH","","","AIRPORT_CURFEW","DLC","BOTH","GLOBAL","","","86","MM","0","2024/10/28 2:34:32"
"93637319","11","0","MUST","B301F不执行航线(阿克苏、乌鲁木齐、喀什、和田、伊宁、克拉玛依、库车、库尔勒、哈密、石河子、吐鲁番哈尔滨—昆明（根据运行限制单AOLN20190017）西南机务邵俊通知2019/11/12
2020.4.22 西南机务邵俊通知32T所有限制列表中无此限制。","B301F不执行阿克苏、乌鲁木齐、喀什、和田、伊宁、克拉玛依、库车、库尔勒、哈密、石河子、吐鲁番航线，因发动机缺陷限制执行4小时30分以上的航班。","ACequipment","0","2019/10/27","2020/5/2","00:00","23:59","1234567","BOTH","","","AIRCRAFT","","BOTH","GLOBAL","","95747912","87","MM","0","2023/9/14 16:59:50"
"95186506","2","0","MUST","2019.12.10 机务侯祥龙通知：B6525飞机只允许执飞国内航站，因MEL限制。","B6525飞机只允许执飞国内航站，因MEL限制。","ACequipment","0","2019/12/10","2020/1/9","00:00","23:59","1234567","BOTH","","","AIRCRAFT","","BOTH","GLOBAL","","113776777","88","MM","0","2023/9/14 16:59:50"
"96017149","0","0","MUST","2019.12.18机务侯祥龙通知： B1909 左发滑耗高，只飞国内航线，因MEL限制。","B1909飞机只允许执飞国内航站，因MEL限制。","ACequipment","0","2019/12/10","2019/12/31","00:00","23:59","1234567","BOTH","","","AIRCRAFT","","BOTH","GLOBAL","","113776777","89","MM","0","2023/9/14 16:59:50"
"96228549","1","0","MUST","2019.12.24机务侯祥龙通知：B737NG特殊飞机不执行大兴机场的航班的需求。","B737NG特殊飞机不执行大兴机场的航班。特殊V航班除外","OPSLIMIT","0","2019/12/24","2050/12/31","00:00","23:59","1234567","BOTH","","","AIRCRAFT","PKX","BOTH","GLOBAL","","","90","MM","0","2023/9/14 16:59:50"
"96711705","2","0","MUST","2020.1.8 西南机务邵俊通知：2364(31C)飞机因发动机原因即日起限制执行高高原航班（限制单号：AOLN2020001）
2020.6.4西南机务邵俊通知：根据最新解限单，B2364(31C)解除不执行高高原限制 ，自今天起解除高高原航班限制 ","B2364(31C)飞机因发动机原因限制执行高高原航班.","ACequipment","0","2020/1/8","2020/6/3","00:00","23:59","1234567","BOTH","","","AIRCRAFT","","BOTH","GLOBAL","","201","91","MM","0","2023/9/14 16:59:50"
"97447268","2","0","MUST","2020.2.5 西南机务邵俊通知： B6004（31C）因发动机原因从2.6开始限高高原航班（限制单号ALON2020005）","B6004飞机因发动机原因限制执行高高原航班.","ACequipment","0","2020/2/5","2020/4/29","00:00","23:59","1234567","BOTH","","","AIRCRAFT","","BOTH","GLOBAL","","201","92","MM","0","2023/9/14 16:59:50"
"98546301","1","0","MUST","2020.4.17 机务侯祥龙通知B-5326飞机不执行执行昆明、西宁、兰州机场航班的限制，B-5326飞机右发EGT在起飞时达到945°（手册起飞极限950°）
2020.4.20 机务侯祥龙通知  5326飞机的右发已完成更换工作，解除B-5326飞机不执行执行昆明、西宁、兰州机场航班的限制","B5326飞机不能执行西宁机场航班，因右发EGT。","OPSLIMIT","1","2020/4/17","2020/4/20","00:00","23:59","1234567","BOTH","","","AIRCRAFT","XNN","BOTH","GLOBAL","","","93","MM","0","2023/9/14 16:59:50"
"97515400","3","0","MUST","2020.2.12 西南机务邵俊通知： B6072（33C）因发动机原因从2020年2月12日开始限高高原航班（限制单号
ALON2020007）
2020.6.25 西南机务邵俊通知：B6072飞机（33C)根据最新通知解除不飞高高原航班限制
","B6072飞机因发动机原因限制执行高高原航班.","ACequipment","0","2020/2/12","2020/6/25","00:00","23:59","1234567","BOTH","","","AIRCRAFT","","BOTH","GLOBAL","","201","94","MM","0","2023/9/14 16:59:50"
"97764479","0","0","MUST","B1050不执行航线(阿克苏、乌鲁木齐、喀什、和田、伊宁、克拉玛依、库车、库尔勒、哈密、石河子、吐鲁番哈尔滨—昆明（根据运行限制单AOLN20190017）西南机务邵俊通知2019/12/19
B1050飞机（320t）最新限制修正，取消不飞新疆航线限制，只保留不飞4小时30分钟航班限制（成都-喀什、成都-和田、成都-伊宁、哈尔滨—昆明等航线不能执行）西南机务邵俊通知2020/2/26
","B1050不执行阿克苏、乌鲁木齐、喀什、和田、伊宁、克拉玛依、库车、库尔勒、哈密、石河子、吐鲁番航线，因发动机缺陷限制执行4小时30分以上的航班。","ACequipment","0","2019/12/19","2020/2/25","00:00","23:59","1234567","BOTH","","","AIRCRAFT","","BOTH","GLOBAL","","95747912","95","MM","0","2023/9/14 16:59:50"
"98122986","2","0","MUST","因1068飞机(320NEO)发动机缺陷限制执行4小时30分以上的航班（喀什、和田、伊宁、哈尔滨—昆明等航线）（根据运行限制单AOLN20190018）
2020.5.22 西南机务邵俊通知 ：B1068飞机（32T）换发后取消不执行4小时30分钟航班，和不驻外执行航班限制，","B1068不执行和田航线，因发动机缺陷限制执行4小时30分以上的航班。","ACequipment","0","2019/11/19","2020/5/21","00:00","23:59","1234567","BOTH","","","AIRCRAFT","HTN","BOTH","GLOBAL","","","96","MM","0","2023/9/14 16:59:50"
"98123002","3","0","MUST","因1068飞机(320NEO)发动机缺陷限制执行4小时30分以上的航班（喀什、和田、伊宁、哈尔滨—昆明等航线）（根据运行限制单AOLN20190018）
2020.5.22 西南机务邵俊通知 ：B1068飞机（32T）换发后取消不执行4小时30分钟航班，和不驻外执行航班限制，","B1068不执行喀什航线，因发动机缺陷限制执行4小时30分以上的航班。","ACequipment","0","2019/11/19","2020/5/21","00:00","23:59","1234567","BOTH","","","AIRCRAFT","KHG","BOTH","GLOBAL","","","97","MM","0","2023/9/14 16:59:50"
"98123003","2","0","MUST","因1068飞机(320NEO)发动机缺陷限制执行4小时30分以上的航班（喀什、和田、伊宁、哈尔滨—昆明等航线）（根据运行限制单AOLN20190018）
2020.5.22 西南机务邵俊通知 ：B1068飞机（32T）换发后取消不执行4小时30分钟航班，和不驻外执行航班限制，","B1068不执行伊宁航线，因发动机缺陷限制执行4小时30分以上的航班。","ACequipment","0","2019/11/19","2020/5/21","00:00","23:59","1234567","BOTH","","","AIRCRAFT","YIN","BOTH","GLOBAL","","","98","MM","0","2023/9/14 16:59:50"
"98288111","2","0","MUST","B30C1飞机右发P770433存在N2瞬时振动值高故障，根据最新限制要求限制该机执行新疆航线 西南机务邵俊通知2020/3/30
2020.9.28西南机务邵俊通知：B30C1飞机机型32T已更换发动机，取消不飞疆域航班限制","B30C1飞机右发P770433存在N2瞬时振动值高故障，根据最新限制要求限制该机执行新疆航线","ACequipment","0","2019/10/27","2020/9/27","00:00","23:59","1234567","BOTH","","","AIRCRAFT","","BOTH","GLOBAL","","95747912","99","MM","0","2023/9/14 16:59:50"
"98546300","1","0","MUST","2020.4.17 机务侯祥龙通知B-5326飞机不执行执行昆明、西宁、兰州机场航班的限制，B-5326飞机右发EGT在起飞时达到945°（手册起飞极限950°）
2020.4.20 机务侯祥龙通知  5326飞机的右发已完成更换工作，解除B-5326飞机不执行执行昆明、西宁、兰州机场航班的限制","B5326飞机不能执行昆明机场航班，因右发EGT。","OPSLIMIT","1","2020/4/17","2020/4/20","00:00","23:59","1234567","BOTH","","","AIRCRAFT","KMG","BOTH","GLOBAL","","","100","MM","0","2023/9/14 16:59:50"
"98546302","2","0","MUST","2020.4.17 机务侯祥龙通知B-5326飞机不执行执行昆明、西宁、兰州机场航班的限制，B-5326飞机右发EGT在起飞时达到945°（手册起飞极限950°）
2020.4.20 机务侯祥龙通知  5326飞机的右发已完成更换工作，解除B-5326飞机不执行执行昆明、西宁、兰州机场航班的限制","B5326飞机不能执行兰州机场航班，因右发EGT。","OPSLIMIT","1","2020/4/17","2020/4/20","00:00","23:59","1234567","BOTH","","","AIRCRAFT","LHW","BOTH","GLOBAL","","","101","MM","0","2023/9/14 16:59:50"
